huspacy ner == emagyar ner,husoacy ner,emagyar ner,huspacy token,emagyar token
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|költségvetés|,|költségvetés|
True,|O|,|O|,|rossz|,|rossz|
True,|O|,|O|,|helyzetben|,|helyzetben|
True,|O|,|O|,|van|,|van|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|eltörpül|,|eltörpül|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|mellett|,|mellett|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|több|,|több|
True,|O|,|O|,|ezer|,|ezer|
True,|O|,|O|,|milliárd|,|milliárd|
True,|O|,|O|,|mellett|,|mellett|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amit|,|amit|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|szedtek|,|szedtek|
True,|O|,|O|,|be|,|be|
True,|O|,|O|,|sem|,|sem|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|szennyező|,|szennyező|
True,|O|,|O|,|nagyvállalatoktól|,|nagyvállalatoktól|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|sem|,|sem|
True,|O|,|O|,|egyéb|,|egyéb|
True,|O|,|O|,|multinacionális|,|multinacionális|
True,|O|,|O|,|nagyvállalattól|,|nagyvállalattól|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ha|,|Ha|
True,|O|,|O|,|megnézik|,|megnézik|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|munkahelyre|,|munkahelyre|
True,|O|,|O|,|leosztva|,|leosztva|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|tehát|,|tehát|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|munkahelyet|,|munkahelyet|
True,|O|,|O|,|teremtve|,|teremtve|
True,|O|,|O|,|mennyi|,|mennyi|
True,|O|,|O|,|adóterhe|,|adóterhe|
True,|O|,|O|,|van|,|van|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mennyi|,|mennyi|
True,|O|,|O|,|adóterhe|,|adóterhe|
True,|O|,|O|,|van|,|van|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|többi|,|többi|
True,|O|,|O|,|német|,|német|
True,|O|,|O|,|nagyvállalatnak|,|nagyvállalatnak|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|mennyi|,|mennyi|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mondjuk|,|mondjuk|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|fodrásznak|,|fodrásznak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|akkor|,|akkor|
True,|O|,|O|,|azt|,|azt|
True,|O|,|O|,|fogják|,|fogják|
True,|O|,|O|,|látni|,|látni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|míg|,|míg|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|kis-|,|kis-|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|középvállalkozásokat|,|középvállalkozásokat|
True,|O|,|O|,|terhelik|,|terhelik|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|most|,|most|
True,|O|,|O|,|arra|,|arra|
True,|O|,|O|,|készülnek|,|készülnek|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|még|,|még|
True,|O|,|O|,|jobban|,|jobban|
True,|O|,|O|,|megterheljék|,|megterheljék|
True,|O|,|O|,|őket|,|őket|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|közben|,|közben|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|multinacionális|,|multinacionális|
True,|O|,|O|,|nagyvállalatoknak|,|nagyvállalatoknak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|azoknak|,|azoknak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|akiknek|,|akiknek|
True,|O|,|O|,|lenne|,|lenne|
True,|O|,|O|,|lehetőségük|,|lehetőségük|
True,|O|,|O|,|ezt|,|ezt|
True,|O|,|O|,|kifizetni|,|kifizetni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|növelik|,|növelik|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|adóterhét|,|adóterhét|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|most|,|most|
True,|O|,|O|,|már|,|már|
True,|O|,|O|,|nemzetközi|,|nemzetközi|
True,|O|,|O|,|harcot|,|harcot|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|folytatnak|,|folytatnak|
True,|O|,|O|,|azért|,|azért|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|többinek|,|többinek|
True,|O|,|O|,|ne|,|ne|
True,|O|,|O|,|kelljen|,|kelljen|
True,|O|,|O|,|valódi|,|valódi|
True,|O|,|O|,|módon|,|módon|
True,|O|,|O|,|részt|,|részt|
True,|O|,|O|,|venni|,|venni|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|közteherviselésben|,|közteherviselésben|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Azért|,|Azért|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|faramuci|,|faramuci|
True,|O|,|O|,|ez|,|ez|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|helyzet|,|helyzet|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mert|,|mert|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|minden|,|minden|
True,|O|,|O|,|lépésüket|,|lépésüket|
True,|O|,|O|,|megpróbálják|,|megpróbálják|
True,|O|,|O|,|úgy|,|úgy|
True,|O|,|O|,|beállítani|,|beállítani|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mintha|,|mintha|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|érdekek|,|érdekek|
True,|O|,|O|,|vezérelnék|,|vezérelnék|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Nem|,|Nem|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|érdek|,|érdek|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|német|,|német|
True,|O|,|O|,|nagytőke|,|nagytőke|
True,|O|,|O|,|ne|,|ne|
True,|O|,|O|,|fizessen|,|fizessen|
True,|O|,|O|,|adót|,|adót|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ez|,|Ez|
True,|O|,|O|,|német|,|német|
True,|O|,|O|,|érdek|,|érdek|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ez|,|Ez|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|ennek|,|ennek|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|érdeke|,|érdeke|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ez|,|ez|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|érdeke|,|érdeke|
True,|O|,|O|,|;|,|;|
True,|O|,|O|,|ha|,|ha|
True,|O|,|O|,|ezt|,|ezt|
True,|O|,|O|,|akarják|,|akarják|
True,|O|,|O|,|képviselni|,|képviselni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|akkor|,|akkor|
True,|O|,|O|,|ott|,|ott|
True,|O|,|O|,|kell|,|kell|
True,|O|,|O|,|erről|,|erről|
True,|O|,|O|,|felszólalni|,|felszólalni|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Összességében|,|Összességében|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|mi|,|mi|
True,|O|,|O|,|álláspontunk|,|álláspontunk|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|globális|,|globális|
True,|O|,|O|,|multiadó|,|multiadó|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|dolog|,|dolog|
True,|O|,|O|,|miatt|,|miatt|
True,|O|,|O|,|jó|,|jó|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|bár|,|bár|
True,|O|,|O|,|tudom|,|tudom|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|benne|,|benne|
True,|O|,|O|,|van|,|van|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|globális|,|globális|
True,|O|,|O|,|szó|,|szó|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amit|,|amit|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|szeretnek|,|szeretnek|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|mert|,|mert|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|benne|,|benne|
True,|O|,|O|,|van|,|van|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|multi|,|multi|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|adó|,|adó|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|(|,|(|
True,|O|,|O|,|Taps|,|Taps|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ellenzéki|,|ellenzéki|
True,|O|,|O|,|padsorokból|,|padsorokból.|
huspacy,|O|,,|.|,
True,|O|,|O|,|)|,|)|
True,|O|,|O|,|ELNÖK|,|ELNÖK|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|államtitkár|,|államtitkár|
True,|O|,|O|,|úré|,|úré|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|szó|,|szó|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Parancsoljon|,|Parancsoljon|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|DR.|,|DR.|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|államtitkára|,|államtitkára|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|elnök|,|elnök|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|előtti|,|előtti|
True,|O|,|O|,|hozzászólása|,|hozzászólása|
True,|O|,|O|,|lehetőséget|,|lehetőséget|
True,|O|,|O|,|ad|,|ad|
True,|O|,|O|,|számomra|,|számomra|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|részben|,|részben|
True,|O|,|O|,|messzebbről|,|messzebbről|
True,|O|,|O|,|kezdjem|,|kezdjem|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|részben|,|részben|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|bevallottan|,|bevallottan|
True,|O|,|O|,|szubjektív|,|szubjektív|
True,|O|,|O|,|véleményem|,|véleményem|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|elmondjam|,|elmondjam|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|melynek|,|melynek|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|lényege|,|lényege|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|azt|,|azt|
True,|O|,|O|,|hiszem|,|hiszem|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|alapvetően|,|alapvetően|
True,|O|,|O|,|másként|,|másként|
True,|O|,|O|,|látjuk|,|látjuk|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|világot|,|világot|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Én|,|Én|
True,|O|,|O|,|világosan|,|világosan|
True,|O|,|O|,|emlékszem|,|emlékszem|
True,|O|,|O|,|azokra|,|azokra|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|25-30-35|,|25-30-35|
True,|O|,|O|,|évvel|,|évvel|
True,|O|,|O|,|ezelőtti|,|ezelőtti|
True,|O|,|O|,|állapotokra|,|állapotokra|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amikor|,|amikor|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|társadalom|,|társadalom|
True,|O|,|O|,|egyértelműen|,|egyértelműen|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|meghatározóan|,|meghatározóan|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|évtizedekre|,|évtizedekre|
True,|O|,|O|,|szólóan|,|szólóan|
True,|O|,|O|,|bebetonozottan|,|bebetonozottan|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|munkanélküliségtől|,|munkanélküliségtől|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|létbiztonságának|,|létbiztonságának|
True,|O|,|O|,|elvesztésétől|,|elvesztésétől|
True,|O|,|O|,|félt|,|félt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ezért|,|ezért|
True,|O|,|O|,|számunkra|,|számunkra|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|polgári|,|polgári|
True,|O|,|O|,|kormány|,|kormány|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kereszténydemokrata-Fidesz-kormány|,|kereszténydemokrata|
True,|O|,|O|,|számára|,|számára|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|első|,|első|
True,|O|,|O|,|pillanattól|,|pillanattól|
True,|O|,|O|,|meghatározó|,|meghatározó|
True,|O|,|O|,|volt|,|volt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|mindazokat|,|mindazokat|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|munkahelyeket|,|munkahelyeket|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|munkaadókat|,|munkaadókat|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amelyeket|,|amelyeket|
True,|O|,|O|,|korábban|,|korábban|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|baloldali|,|baloldali|
True,|O|,|O|,|kormányok|,|kormányok|
True,|O|,|O|,|különböző|,|különböző|
True,|O|,|O|,|privatizációs|,|privatizációs|
True,|O|,|O|,|hullámokban|,|hullámokban|
True,|O|,|O|,|értékesítettek|,|értékesítettek|
True,|O|,|O|,|túlnyomórészt|,|túlnyomórészt|
True,|O|,|O|,|külföldi|,|külföldi|
True,|O|,|O|,|kézbe|,|kézbe|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ezeket|,|ezeket|
True,|O|,|O|,|visszaszerezzük|,|visszaszerezzük|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|részben|,|részben|
True,|O|,|O|,|azért|,|azért|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mert|,|mert|
True,|O|,|O|,|ezek|,|ezek|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|gazdaság|,|gazdaság|
True,|O|,|O|,|számára|,|számára|
True,|O|,|O|,|stratégiailag|,|stratégiailag|
True,|O|,|O|,|meghatározók|,|meghatározók|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|esetben|,|esetben|
True,|O|,|O|,|monopolhelyzetben|,|monopolhelyzetben|
True,|O|,|O|,|lévő|,|lévő|
True,|O|,|O|,|vállalatok|,|vállalatok|
True,|O|,|O|,|voltak|,|voltak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|másrészt|,|másrészt|
True,|O|,|O|,|azért|,|azért|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mert|,|mert|
True,|O|,|O|,|ezzel|,|ezzel|
True,|O|,|O|,|lehetett|,|lehetett|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|társadalom|,|társadalom|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|emberek|,|emberek|
True,|O|,|O|,|létbiztonságát|,|létbiztonságát|
True,|O|,|O|,|helyreállítani|,|helyreállítani|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|elérni|,|elérni|
True,|O|,|O|,|azt|,|azt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|12|,|12|
True,|O|,|O|,|évvel|,|évvel|
True,|O|,|O|,|ezelőtti|,|ezelőtti|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|10|,|10|
True,|O|,|O|,|százalékot|,|százalékot|
True,|O|,|O|,|jóval|,|jóval|
True,|O|,|O|,|meghaladó|,|meghaladó|
True,|O|,|O|,|munkanélküliség|,|munkanélküliség|
True,|O|,|O|,|ma|,|ma|
True,|O|,|O|,|4|,|4|
True,|O|,|O|,|százalék|,|százalék|
True,|O|,|O|,|alatt|,|alatt|
True,|O|,|O|,|van|,|van|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Igen|,|Igen|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ebben|,|ebben|
True,|O|,|O|,|benne|,|benne|
True,|O|,|O|,|vannak|,|vannak|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|multinacionális|,|multinacionális|
True,|O|,|O|,|nagyvállalatok|,|nagyvállalatok|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|benne|,|benne|
True,|O|,|O|,|vannak|,|vannak|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|nyugati|,|nyugati|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|ezek|,|ezek|
True,|O|,|O|,|között|,|között|
True,|O|,|O|,|német|,|német|
True,|O|,|O|,|vállalatok|,|vállalatok|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amelyek|,|amelyek|
True,|O|,|O|,|beruháztak|,|beruháztak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|munkahelyeket|,|munkahelyeket|
True,|O|,|O|,|létesítettek|,|létesítettek|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Zárójel|,|Zárójel|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|munkahelyek|,|munkahelyek|
True,|O|,|O|,|mellett|,|mellett|
True,|O|,|O|,|hoztak|,|hoztak|
True,|O|,|O|,|technikát|,|technikát|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|technológiát|,|technológiát|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|kereskedelmi|,|kereskedelmi|
True,|O|,|O|,|kapcsolatokat|,|kapcsolatokat|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hoztak|,|hoztak|
True,|O|,|O|,|exportteljesítményt|,|exportteljesítményt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|exportlehetőséget|,|exportlehetőséget|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Nagyon|,|Nagyon|
True,|O|,|O|,|jelentősnek|,|jelentősnek|
True,|O|,|O|,|tartom|,|tartom|
True,|O|,|O|,|azt|,|azt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|ez|,|ez|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|mai|,|mai|
True,|O|,|O|,|helyzetben|,|helyzetben|
True,|O|,|O|,|napjainknak|,|napjainknak|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|egyik|,|egyik|
True,|O|,|O|,|alapkérdése|,|alapkérdése|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|mindazokat|,|mindazokat|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|stratégiai|,|stratégiai|
True,|O|,|O|,|elemeket|,|elemeket|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|legyenek|,|legyenek|
True,|O|,|O|,|azok|,|azok|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|energiatermelésre|,|energiatermelésre|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|energiatárolásra|,|energiatárolásra|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|energiaelosztásra|,|energiaelosztásra|
True,|O|,|O|,|alkalmas|,|alkalmas|
True,|O|,|O|,|létesítmények|,|létesítmények|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|cégek|,|cégek|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|állam|,|állam|
True,|O|,|O|,|visszavásárolta|,|visszavásárolta|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|(|,|(|
True,|O|,|O|,|13.10|,|13.10|
True,|O|,|O|,|)|,|)|
True,|O|,|O|,|Visszavásároltuk|,|Visszavásároltuk|
True,|O|,|O|,|vagy|,|vagy|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|kézben|,|kézben|
True,|O|,|O|,|tartottuk|,|tartottuk|
True,|O|,|O|,|azokat|,|azokat|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|cégeket|,|cégeket|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amelyek|,|amelyek|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|gazdaság|,|gazdaság|
True,|O|,|O|,|számára|,|számára|
True,|O|,|O|,|létfontosságúak|,|létfontosságúak|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|jelenlegi|,|jelenlegi|
True,|O|,|O|,|helyzet|,|helyzet|
True,|O|,|O|,|mondatja|,|mondatja|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|teteti|,|teteti|
True,|O|,|O|,|velünk|,|velünk|
True,|O|,|O|,|azt|,|azt|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|ebben|,|ebben|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|jelenlegi|,|jelenlegi|
True,|O|,|O|,|háborús|,|háborús|
True,|O|,|O|,|gazdasági|,|gazdasági|
True,|O|,|O|,|helyzetben|,|helyzetben|
True,|O|,|O|,|mindent|,|mindent|
True,|O|,|O|,|megtegyünk|,|megtegyünk|
True,|O|,|O|,|annak|,|annak|
True,|O|,|O|,|érdekében|,|érdekében|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|ne|,|ne|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|családok|,|családok|
True,|O|,|O|,|fizessék|,|fizessék|
True,|O|,|O|,|meg|,|meg|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|háborút|,|háborút|
True,|O|,|O|,|árát|,|árát|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hanem|,|hanem|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|multik|,|multik|
True,|O|,|O|,|fizessék|,|fizessék|
True,|O|,|O|,|meg|,|meg|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|megnövekedett|,|megnövekedett|
True,|O|,|O|,|költségeket|,|költségeket|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ezért|,|Ezért|
True,|O|,|O|,|vezettük|,|vezettük|
True,|O|,|O|,|be|,|be|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|négy|,|négy|
True,|O|,|O|,|árstop|,|árstop|
True,|O|,|O|,|politikáját|,|politikáját|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|üzemanyag-|,|üzemanyag-|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|rezsi-|,|rezsi-|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|élelmiszer-|,|élelmiszer-|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kamatstop|,|kamatstop|
True,|O|,|O|,|rendszerét|,|rendszerét|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ezért|,|Ezért|
True,|O|,|O|,|úgy|,|úgy|
True,|O|,|O|,|gondolom|,|gondolom|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|megalapozottak|,|megalapozottak|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ön|,|ön|
True,|O|,|O|,|által|,|által|
True,|O|,|O|,|elmondottak|,|elmondottak|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ön|,|Ön|
True,|O|,|O|,|külön|,|külön|
True,|O|,|O|,|volt|,|volt|
True,|O|,|O|,|kedves|,|kedves|
True,|O|,|O|,|foglalkozni|,|foglalkozni|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|globális|,|globális|
True,|O|,|O|,|minimumadó|,|minimumadó|
True,|O|,|O|,|kérdésével|,|kérdésével|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Azt|,|Azt|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|elmúlt|,|elmúlt|
True,|O|,|O|,|napokban|,|napokban|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|láttuk|,|láttuk|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hallottuk|,|hallottuk|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|baloldal|,|baloldal|
True,|O|,|O|,|rácsatlakozott|,|rácsatlakozott|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|globális|,|globális|
True,|O|,|O|,|minimumadóról|,|minimumadóról|
True,|O|,|O|,|szóló|,|szóló|
True,|O|,|O|,|nemzetközi|,|nemzetközi|
True,|O|,|O|,|kampányra|,|kampányra|
